Donor Type,Donor Age,Donor State of Residence,All Donors - All ABO,All Donors - O,All Donors - A,All Donors - B,All Donors - AB,All Donors - Unknown,Kidney - All ABO,Kidney - O,Kidney - A,Kidney - B,Kidney - AB,Kidney - Unknown,Liver - All ABO,Liver - O,Liver - A,Liver - B,Liver - AB,Liver - Unknown,Heart - All ABO,Heart - O,Heart - A,Heart - B,Heart - AB,Heart - Unknown,Pancreas - All ABO,Pancreas - O,Pancreas - A,Pancreas - B,Pancreas - AB,Pancreas - Unknown,Lung - All ABO,Lung - O,Lung - A,Lung - B,Lung - AB,Lung - Unknown,Intestine - All ABO,Intestine - O,Intestine - A,Intestine - B,Intestine - AB,Intestine - Unknown
,,Connecticut,566,243,211,86,26,0,535,227,199,84,25,0,443,194,161,68,20,0,228,102,94,26,6,0,91,47,29,15,0,0,82,37,33,10,2,0,1,0,1,0,0,0
,,Delaware,283,130,109,37,7,0,258,119,98,34,7,0,229,106,87,29,7,0,103,50,40,11,2,0,48,24,17,6,1,0,74,35,29,9,1,0,6,3,3,0,0,0
,,District of Columbia,138,76,33,22,7,0,125,71,30,18,6,0,109,59,27,18,5,0,42,24,10,6,2,0,30,25,4,0,1,0,26,13,7,6,0,0,0,0,0,0,0,0
,,Florida,3666,1734,1400,397,135,0,3352,1585,1290,348,129,0,2858,1383,1088,295,92,0,1148,623,387,108,30,0,517,273,172,60,12,0,633,347,219,53,14,0,38,17,13,6,2,0
,,Georgia,1682,823,591,223,45,0,1449,698,521,189,41,0,1378,697,469,177,35,0,538,294,183,50,11,0,148,83,49,14,2,0,290,134,113,35,8,0,6,3,3,0,0,0
,,Hawaii,271,128,92,39,12,0,257,120,89,36,12,0,192,89,62,31,10,0,22,13,5,4,0,0,30,13,10,7,0,0,12,9,3,0,0,0,0,0,0,0,0,0
,,Idaho,234,114,91,19,10,0,218,104,86,18,10,0,182,90,72,12,8,0,77,45,27,2,3,0,40,22,15,2,1,0,36,25,8,2,1,0,0,0,0,0,0,0
,,Illinois,2370,1110,858,309,93,0,2198,1030,797,286,85,0,1755,838,648,214,55,0,755,392,261,85,17,0,639,310,241,70,18,0,454,232,158,52,12,0,8,2,6,0,0,0
,,Indiana,1290,592,528,135,35,0,1187,541,491,124,31,0,1095,508,446,116,25,0,503,253,195,45,10,0,283,150,103,25,5,0,236,123,86,24,3,0,24,10,12,2,0,0
,,Iowa,482,242,178,46,16,0,460,232,167,46,15,0,397,200,145,40,12,0,176,97,59,14,6,0,132,75,41,12,4,0,93,49,31,11,2,0,2,2,0,0,0,0
,,Kansas,643,297,256,70,20,0,611,282,244,65,20,0,498,224,202,59,13,0,235,116,96,23,0,0,147,71,65,11,0,0,124,62,43,13,6,0,3,1,1,1,0,0
,,Kentucky,800,344,348,85,23,0,746,324,326,77,19,0,647,279,278,70,20,0,268,126,108,30,4,0,138,70,57,9,2,0,145,55,66,21,3,0,1,1,0,0,0,0
,,Louisiana,1032,507,384,115,26,0,897,437,340,98,22,0,898,435,345,95,23,0,303,159,116,25,3,0,168,86,58,22,2,0,202,104,68,24,6,0,3,3,0,0,0,0
,,Maine,250,119,105,19,7,0,232,112,97,18,5,0,185,84,80,15,6,0,86,46,31,6,3,0,50,22,23,5,0,0,32,16,13,3,0,0,2,1,1,0,0,0
,,Maryland,1199,539,430,175,55,0,1090,481,398,160,51,0,976,429,358,138,51,0,406,194,144,54,14,0,298,134,112,41,11,0,283,129,105,39,10,0,7,4,3,0,0,0
,,Massachusetts,1065,502,415,116,32,0,994,477,382,107,28,0,766,360,301,82,23,0,403,188,170,40,5,0,180,100,63,14,3,0,154,76,61,16,1,0,2,1,1,0,0,0
,,Michigan,2084,928,789,273,94,0,1931,847,743,253,88,0,1525,666,587,217,55,0,670,297,260,85,28,0,317,155,110,45,7,0,445,210,161,54,20,0,12,8,3,1,0,0
,,Minnesota,877,375,366,107,29,0,830,354,346,104,26,0,741,312,313,92,24,0,341,147,144,41,9,0,398,177,171,44,6,0,201,79,90,28,4,0,15,6,6,3,0,0
,,Mississippi,532,247,203,67,15,0,494,224,191,65,14,0,409,187,159,51,12,0,149,70,59,17,3,0,61,33,21,7,0,0,69,28,22,14,5,0,2,2,0,0,0,0
,,Missouri,1315,603,527,145,40,0,1166,529,473,126,38,0,1045,481,425,115,24,0,410,208,165,28,9,0,219,97,91,26,5,0,293,135,120,31,7,0,5,2,2,1,0,0
,,Montana,173,76,68,21,8,0,165,73,65,19,8,0,139,60,55,18,6,0,66,29,28,7,2,0,32,14,14,2,2,0,24,11,10,2,1,0,0,0,0,0,0,0
,,Nebraska,302,132,135,28,7,0,287,126,127,27,7,0,265,112,119,27,7,0,92,39,41,11,1,0,100,41,46,11,2,0,47,20,22,5,0,0,0,0,0,0,0,0
,,Nevada,519,259,182,57,21,0,484,243,167,54,20,0,416,208,144,47,17,0,191,101,71,15,4,0,60,36,18,5,1,0,101,51,37,9,4,0,0,0,0,0,0,0
,,New Hampshire,237,90,117,21,9,0,224,86,110,19,9,0,182,66,93,17,6,0,101,32,54,12,3,0,46,14,27,3,2,0,48,14,28,5,1,0,1,0,1,0,0,0
,,New Jersey,1523,750,518,214,41,0,1426,707,478,200,41,0,1144,574,386,153,31,0,541,281,183,70,7,0,276,151,86,34,5,0,219,121,69,25,4,0,3,1,1,1,0,0
,,New Mexico,351,182,120,40,9,0,334,168,117,40,9,0,260,136,93,24,7,0,113,62,41,9,1,0,29,16,11,2,0,0,34,21,12,1,0,0,2,2,0,0,0,0
,,New York,2750,1364,949,332,105,0,2437,1211,849,282,95,0,2213,1108,754,267,84,0,977,534,310,109,24,0,444,235,134,63,12,0,296,151,105,31,9,0,17,13,2,2,0,0
,,North Carolina,1592,774,578,197,43,0,1482,719,536,186,41,0,1238,605,448,152,33,0,630,336,226,58,10,0,333,167,128,33,5,0,341,179,116,42,4,0,11,6,4,1,0,0
,,North Dakota,117,53,50,11,3,0,116,52,50,11,3,0,82,36,37,6,3,0,45,19,20,5,1,0,52,25,24,2,1,0,18,9,8,1,0,0,2,2,0,0,0,0
,,Ohio,2400,1079,988,252,81,0,2213,982,915,240,76,0,1921,878,802,191,50,0,818,399,329,70,20,0,599,280,252,59,8,0,460,220,203,30,7,0,11,4,5,2,0,0
,,Oklahoma,818,403,312,78,25,0,749,364,292,71,22,0,614,306,230,59,19,0,267,137,104,21,5,0,61,30,26,4,1,0,114,65,39,10,0,0,1,1,0,0,0,0
,,Oregon,544,249,218,62,15,0,524,242,211,58,13,0,426,204,171,40,11,0,210,112,76,19,3,0,85,46,29,9,1,0,72,38,26,8,0,0,1,1,0,0,0,0
,,Pennsylvania,3226,1463,1252,395,116,0,2997,1353,1177,362,105,0,2596,1199,1002,315,80,0,1120,523,435,135,27,0,644,306,254,66,18,0,588,277,219,73,19,0,25,10,12,1,2,0
,,Puerto Rico,367,190,144,24,9,0,329,172,129,22,6,0,289,147,117,18,7,0,50,34,15,1,0,0,23,16,6,1,0,0,49,26,18,3,2,0,1,1,0,0,0,0
,,Rhode Island,144,74,52,14,4,0,135,68,49,14,4,0,109,61,37,7,4,0,49,30,15,4,0,0,32,18,11,2,1,0,15,9,5,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,South Carolina,1001,475,337,155,34,0,925,440,311,143,31,0,846,400,284,133,29,0,367,186,133,43,5,0,147,89,47,11,0,0,195,91,66,31,7,0,1,0,0,1,0,0
,,South Dakota,138,56,60,14,8,0,128,50,59,11,8,0,120,47,54,12,7,0,49,22,21,3,3,0,62,23,28,9,2,0,28,12,14,2,0,0,1,1,0,0,0,0
,,State unassigned,738,393,221,90,34,0,701,369,211,88,33,0,515,294,145,52,24,0,293,172,74,30,17,0,138,72,44,16,6,0,96,58,28,7,3,0,2,2,0,0,0,0
,,Tennessee,1417,680,544,143,50,0,1273,611,491,125,46,0,1181,574,453,116,38,0,544,280,205,53,6,0,245,140,83,20,2,0,255,123,102,26,4,0,14,7,5,2,0,0
,,Texas,4442,2257,1558,501,126,0,4025,2034,1433,448,110,0,3439,1767,1198,384,90,0,1594,841,589,133,31,0,418,214,158,38,8,0,913,493,302,100,18,0,9,5,3,1,0,0
,,Utah,408,191,154,42,21,0,385,180,143,42,20,0,308,142,121,33,12,0,166,83,67,11,5,0,69,37,25,5,2,0,60,33,19,5,3,0,0,0,0,0,0,0
,,Vermont,98,37,48,10,3,0,93,36,44,10,3,0,70,25,36,7,2,0,28,7,16,4,1,0,22,7,13,2,0,0,17,4,9,4,0,0,0,0,0,0,0,0
,,Virginia,1300,598,489,162,51,0,1230,563,460,158,49,0,1045,490,390,128,37,0,452,215,169,56,12,0,188,94,70,20,4,0,248,117,92,34,5,0,13,9,3,0,1,0
,,Washington,950,450,360,111,29,0,918,436,348,106,28,0,722,341,280,81,20,0,300,156,112,28,4,0,166,82,66,14,4,0,155,76,57,18,4,0,2,1,0,1,0,0
,,West Virginia,409,194,153,44,18,0,381,182,137,44,18,0,342,165,129,34,14,0,119,61,42,14,2,0,85,46,30,7,2,0,64,43,16,4,1,0,7,5,2,0,0,0
,,Wisconsin,1326,569,548,162,47,0,1261,541,515,158,47,0,1062,468,445,122,27,0,456,208,187,49,12,0,554,266,217,55,16,0,234,104,94,28,8,0,3,2,0,0,1,0
,,Wyoming,84,39,38,6,1,0,79,36,38,5,0,0,68,31,31,5,1,0,28,17,9,2,0,0,16,9,7,0,0,0,10,3,6,1,0,0,0,0,0,0,0,0
,50-64 Years,All Donor States of Residence,53900,25589,20331,6176,1799,5,49048,23165,18648,5576,1654,5,40577,19487,15204,4641,1244,1,5767,3060,2082,543,82,0,2455,1234,943,236,42,0,5892,2979,2117,670,126,0,52,20,20,9,3,0
,,Alabama,886,433,347,86,20,0,779,386,302,72,19,0,726,347,290,75,14,0,35,18,14,3,0,0,10,3,7,0,0,0,44,25,13,6,0,0,0,0,0,0,0,0
,,Alaska,100,47,39,12,2,0,97,45,39,11,2,0,74,33,31,9,1,0,10,6,3,1,0,0,2,1,1,0,0,0,10,2,7,1,0,0,0,0,0,0,0,0
,,Arizona,769,372,297,76,23,1,722,351,277,71,22,1,578,284,223,55,16,0,64,30,25,9,0,0,13,9,3,1,0,0,82,44,31,6,1,0,1,1,0,0,0,0
,,Arkansas,392,190,152,36,14,0,360,175,140,32,13,0,327,157,128,32,10,0,34,20,11,3,0,0,12,5,7,0,0,0,38,24,8,5,1,0,1,1,0,0,0,0
,,California,5692,2762,2071,690,169,0,5292,2549,1936,648,159,0,4267,2089,1534,526,118,0,743,409,259,66,9,0,157,86,56,12,3,0,764,387,263,100,14,0,2,2,0,0,0,0
,,Colorado,597,276,234,70,17,0,565,260,221,67,17,0,434,198,175,53,8,0,75,33,29,13,0,0,44,23,13,7,1,0,48,25,17,5,1,0,3,1,2,0,0,0
,,Connecticut,487,225,187,60,15,0,453,214,172,54,13,0,350,164,134,44,8,0,73,41,24,8,0,0,19,6,9,4,0,0,41,23,14,4,0,0,0,0,0,0,0,0
,,Delaware,263,130,100,27,6,0,240,120,92,22,6,0,198,97,73,23,5,0,36,14,17,5,0,0,13,9,4,0,0,0,23,13,5,5,0,0,0,0,0,0,0,0
,,District of Columbia,156,79,43,30,4,0,131,66,35,26,4,0,119,59,34,23,3,0,5,2,3,0,0,0,3,3,0,0,0,0,14,7,4,3,0,0,0,0,0,0,0,0
,,Florida,3564,1728,1317,412,107,0,3177,1534,1186,360,97,0,2685,1332,981,295,77,0,280,142,108,27,3,0,76,35,30,7,4,0,351,185,125,32,9,0,6,1,1,3,1,0
,,Georgia,1584,797,568,175,44,0,1325,658,478,151,38,0,1298,656,465,145,32,0,140,74,51,13,2,0,12,6,5,0,1,0,185,104,50,25,6,0,0,0,0,0,0,0
,,Hawaii,227,109,76,30,12,0,220,105,74,29,12,0,163,77,58,23,5,0,4,2,2,0,0,0,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
,,Idaho,189,79,87,15,8,0,184,77,85,15,7,0,136,58,61,11,6,0,20,10,10,0,0,0,4,2,2,0,0,0,18,7,10,0,1,0,0,0,0,0,0,0
,,Illinois,2513,1189,905,330,87,2,2246,1071,803,289,81,2,1779,866,619,241,52,1,234,135,72,24,3,0,274,149,92,31,2,0,313,155,109,40,9,0,7,4,1,1,1,0
,,Indiana,963,427,393,106,37,0,878,386,365,95,32,0,781,344,317,88,32,0,124,65,48,7,4,0,46,24,18,4,0,0,138,71,51,16,0,0,0,0,0,0,0,0
,,Iowa,457,204,189,48,16,0,429,191,176,48,14,0,352,161,147,32,12,0,65,39,14,10,2,0,39,19,11,8,1,0,38,18,16,4,0,0,0,0,0,0,0,0
,,Kansas,524,233,206,63,22,0,482,211,195,55,21,0,406,179,160,54,13,0,56,21,23,10,2,0,33,13,14,4,2,0,62,25,27,8,2,0,1,0,0,1,0,0
,,Kentucky,644,301,278,53,12,0,602,282,261,47,12,0,517,250,216,43,8,0,70,36,28,6,0,0,34,10,22,2,0,0,66,33,29,4,0,0,0,0,0,0,0,0
,,Louisiana,879,449,294,104,32,0,740,373,253,87,27,0,776,392,265,89,30,0,53,29,16,7,1,0,17,8,6,3,0,0,93,55,25,11,2,0,0,0,0,0,0,0
,,Maine,220,89,96,23,12,0,213,85,94,23,11,0,142,55,63,18,6,0,30,13,12,4,1,0,16,6,9,1,0,0,20,9,8,3,0,0,0,0,0,0,0,0
,,Maryland,1236,588,443,167,38,0,1105,523,407,142,33,0,978,467,345,137,29,0,110,56,40,13,1,0,40,13,20,6,1,0,184,76,82,22,4,0,3,0,3,0,0,0
,,Massachusetts,967,456,368,107,36,0,915,431,352,99,33,0,634,296,239,71,28,0,140,79,51,10,0,0,45,24,16,5,0,0,87,41,36,6,4,0,1,1,0,0,0,0
,,Michigan,2040,958,769,235,78,0,1888,874,723,216,75,0,1351,650,505,154,42,0,224,121,76,20,7,0,90,50,34,5,1,0,257,132,89,28,8,0,1,0,1,0,0,0
,,Minnesota,834,342,383,80,29,0,797,326,370,73,28,0,656,272,304,61,19,0,141,71,58,8,4,0,167,87,69,9,2,0,101,43,44,10,4,0,8,5,2,1,0,0
,,Mississippi,479,230,188,44,17,0,438,214,170,38,16,0,373,179,152,31,11,0,41,24,13,4,0,0,10,3,6,1,0,0,38,19,12,3,4,0,0,0,0,0,0,0
,,Missouri,1293,602,509,132,50,0,1135,531,445,115,44,0,1041,491,416,99,35,0,106,56,40,10,0,0,65,36,22,4,3,0,173,86,63,22,2,0,1,0,1,0,0,0
,,Montana,143,63,63,10,7,0,139,63,61,8,7,0,101,39,50,6,6,0,20,10,9,1,0,0,8,4,4,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0
,,Nebraska,319,135,142,33,9,0,298,124,135,31,8,0,246,107,107,23,9,0,28,14,12,2,0,0,35,18,16,1,0,0,34,17,12,3,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nevada,536,275,186,55,20,0,483,238,173,52,20,0,415,225,140,36,14,0,58,32,21,5,0,0,9,6,3,0,0,0,48,24,16,5,3,0,0,0,0,0,0,0
,,New Hampshire,220,113,75,27,5,0,207,108,70,24,5,0,151,82,42,24,3,0,29,17,7,5,0,0,12,6,3,3,0,0,27,14,8,5,0,0,0,0,0,0,0,0
,,New Jersey,1593,708,613,208,64,0,1465,648,569,189,59,0,1172,530,434,161,47,0,169,100,56,12,1,0,83,38,24,19,2,0,131,62,48,18,3,0,0,0,0,0,0,0
,,New Mexico,282,145,103,24,10,0,261,134,96,21,10,0,200,104,75,13,8,0,27,12,13,1,1,0,8,6,1,1,0,0,15,7,8,0,0,0,0,0,0,0,0,0
,,New York,2997,1430,1044,404,119,0,2634,1235,940,351,108,0,2250,1077,777,308,88,0,307,164,101,36,6,0,103,59,28,13,3,0,189,104,57,26,2,0,1,0,1,0,0,0
,,North Carolina,1478,687,575,166,50,0,1354,634,525,151,44,0,1050,495,405,114,36,0,237,119,95,19,4,0,57,28,22,5,2,0,219,120,67,26,6,0,1,1,0,0,0,0
,,North Dakota,94,40,40,10,4,0,88,36,39,9,4,0,78,30,36,9,3,0,11,7,3,1,0,0,16,6,8,2,0,0,12,4,6,2,0,0,1,0,1,0,0,0
,,Ohio,2176,998,861,242,75,0,1995,908,792,225,70,0,1657,776,644,188,49,0,222,108,89,24,1,0,145,70,60,14,1,0,251,130,93,25,3,0,2,0,1,1,0,0
,,Oklahoma,678,325,254,83,16,0,630,304,235,76,15,0,477,222,181,63,11,0,65,32,25,7,1,0,12,4,6,2,0,0,44,19,17,7,1,0,0,0,0,0,0,0
,,Oregon,472,219,198,42,13,0,456,210,193,41,12,0,374,181,148,33,12,0,62,35,21,5,1,0,23,13,8,2,0,0,32,14,15,3,0,0,1,0,0,0,1,0
,,Pennsylvania,3450,1559,1343,420,128,0,3166,1426,1231,393,116,0,2641,1208,1015,327,91,0,458,244,165,40,9,0,231,111,101,19,0,0,391,193,147,42,9,0,3,1,1,1,0,0
,,Puerto Rico,593,322,199,57,15,0,501,283,159,45,14,0,446,242,150,42,12,0,3,3,0,0,0,0,0,0,0,0,0,0,44,21,16,6,1,0,0,0,0,0,0,0
,,Rhode Island,129,64,47,9,9,0,123,64,42,9,8,0,85,42,31,5,7,0,24,16,6,2,0,0,9,6,2,1,0,0,13,7,4,0,2,0,0,0,0,0,0,0
,,South Carolina,880,430,324,104,22,0,814,402,299,93,20,0,741,363,272,92,14,0,101,51,39,11,0,0,14,6,6,1,1,0,116,67,36,11,2,0,0,0,0,0,0,0
,,South Dakota,113,53,47,11,2,0,110,52,45,11,2,0,93,40,43,8,2,0,13,6,7,0,0,0,21,10,10,0,1,0,15,4,11,0,0,0,1,0,1,0,0,0
,,State unassigned,646,304,238,76,28,0,602,281,224,73,24,0,431,207,158,44,22,0,78,33,35,7,3,0,38,13,20,2,3,0,61,35,21,5,0,0,1,0,1,0,0,0
,,Tennessee,1147,561,444,110,32,0,1020,491,403,97,29,0,917,459,355,83,20,0,125,66,46,10,3,0,44,20,15,8,1,0,132,65,49,12,6,0,1,0,0,1,0,0
,,Texas,3702,1904,1304,375,118,1,3256,1659,1166,327,103,1,2780,1440,977,286,77,0,304,186,90,22,6,0,61,34,22,3,2,0,430,229,148,49,4,0,0,0,0,0,0,0
,,Utah,299,128,137,25,9,0,268,118,119,23,8,0,210,90,95,17,8,0,46,24,21,1,0,0,8,5,3,0,0,0,21,12,9,0,0,0,0,0,0,0,0,0
,,Vermont,83,32,45,6,0,0,80,32,43,5,0,0,53,21,31,1,0,0,14,5,9,0,0,0,2,2,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0
,,Virginia,1221,593,434,151,43,0,1149,555,410,142,42,0,923,456,330,111,26,0,146,82,45,18,1,0,39,24,10,4,1,0,160,71,61,25,3,0,1,0,1,0,0,0
,,Washington,811,377,319,94,21,0,781,356,313,91,21,0,571,278,227,55,11,0,106,53,42,9,2,0,35,17,17,1,0,0,95,51,36,7,1,0,1,1,0,0,0,0
,,West Virginia,383,185,148,38,12,0,353,167,138,36,12,0,304,151,113,30,10,0,28,12,12,2,2,0,34,21,9,2,2,0,39,20,15,3,1,0,2,1,1,0,0,0
,,Wisconsin,1411,604,571,175,60,1,1316,560,541,158,56,1,1000,437,403,122,38,0,161,78,62,19,2,0,157,71,67,17,2,0,145,59,62,19,5,0,1,0,1,0,0,0
,,Wyoming,89,40,38,10,1,0,86,39,36,10,1,0,70,32,30,8,0,0,12,5,4,3,0,0,9,5,2,2,0,0,12,4,6,2,0,0,0,0,0,0,0,0
,65 +,All Donor States of Residence,15974,7782,5989,1731,471,1,11938,5730,4495,1319,394,0,13628,6742,5100,1436,349,1,126,69,43,13,1,0,106,53,37,13,3,0,459,237,164,51,7,0,6,2,3,0,1,0
,,Alabama,214,119,74,17,4,0,176,100,60,13,3,0,181,103,60,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
,,Alaska,16,8,5,3,0,0,13,7,4,2,0,0,13,6,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Arizona,229,122,82,20,5,0,196,100,72,19,5,0,186,106,65,12,3,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
,,Arkansas,95,46,40,9,0,0,73,36,32,5,0,0,87,41,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0
,,California,1332,672,464,156,40,0,1140,569,398,135,38,0,1054,538,368,121,27,0,20,7,8,5,0,0,14,5,6,2,1,0,67,30,24,12,1,0,0,0,0,0,0,0
,,Colorado,127,62,50,11,4,0,104,49,42,9,4,0,102,51,38,10,3,0,3,0,3,0,0,0,4,0,3,1,0,0,5,3,2,0,0,0,0,0,0,0,0,0
,,Connecticut,126,61,44,14,7,0,105,45,40,13,7,0,110,59,35,12,4,0,6,2,3,1,0,0,0,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0
,,Delaware,115,63,39,13,0,0,91,50,30,11,0,0,100,57,31,12,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0
,,District of Columbia,49,29,9,11,0,0,37,26,7,4,0,0,41,22,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0
,,Florida,1254,624,476,125,29,0,819,390,322,83,24,0,1070,533,411,107,19,0,3,0,2,1,0,0,3,2,0,1,0,0,21,13,1,6,1,0,1,0,0,0,1,0
,,Georgia,464,226,177,48,13,0,296,133,120,34,9,0,417,204,157,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,1,0,0,0,0,0,0,0,0
,,Hawaii,25,11,8,6,0,0,25,11,8,6,0,0,9,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Idaho,17,8,7,2,0,0,14,7,5,2,0,0,14,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Illinois,795,355,324,95,21,0,552,239,229,67,17,0,649,301,259,73,16,0,13,7,5,1,0,0,14,8,5,1,0,0,30,10,14,6,0,0,3,2,1,0,0,0
,,Indiana,208,93,84,22,9,0,174,76,73,18,7,0,182,76,78,19,9,0,0,0,0,0,0,0,1,0,0,1,0,0,10,6,4,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Iowa,101,46,42,12,1,0,86,38,36,11,1,0,89,44,34,10,1,0,2,1,0,1,0,0,2,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0
,,Kansas,169,87,62,15,5,0,112,59,38,11,4,0,159,82,58,14,5,0,0,0,0,0,0,0,1,0,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0
,,Kentucky,100,58,30,10,2,0,85,49,27,8,1,0,86,52,24,8,2,0,2,1,1,0,0,0,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
,,Louisiana,165,81,54,23,7,0,105,52,30,18,5,0,151,77,51,17,6,0,0,0,0,0,0,0,2,2,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
,,Maine,64,38,18,3,5,0,55,33,14,3,5,0,51,33,14,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
,,Maryland,429,198,153,63,15,0,359,165,129,52,13,0,355,169,125,53,8,0,0,0,0,0,0,0,1,0,0,1,0,0,16,7,6,3,0,0,0,0,0,0,0,0
,,Massachusetts,319,155,122,34,8,0,273,138,100,28,7,0,262,133,98,25,6,0,1,1,0,0,0,0,1,1,0,0,0,0,13,10,3,0,0,0,0,0,0,0,0,0
,,Michigan,446,209,176,44,17,0,356,169,136,36,15,0,344,166,133,35,10,0,3,2,0,1,0,0,1,1,0,0,0,0,34,20,10,3,1,0,0,0,0,0,0,0
,,Minnesota,275,122,116,30,7,0,216,97,87,25,7,0,240,110,100,28,2,0,4,2,2,0,0,0,7,2,4,1,0,0,5,3,1,1,0,0,0,0,0,0,0,0
,,Mississippi,126,65,48,11,2,0,95,50,34,9,2,0,106,55,43,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Missouri,413,196,165,42,10,0,246,111,99,28,8,0,393,186,160,40,7,0,1,1,0,0,0,0,5,4,1,0,0,0,15,7,5,3,0,0,0,0,0,0,0,0
,,Montana,21,7,11,2,1,0,16,3,11,1,1,0,16,6,8,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
,,Nebraska,72,30,29,12,1,0,59,26,24,8,1,0,63,27,25,10,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
,,Nevada,145,70,55,18,2,0,115,57,44,12,2,0,132,65,49,17,1,0,1,1,0,0,0,0,1,1,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0
,,New Hampshire,58,23,28,4,3,0,50,20,23,4,3,0,44,18,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
,,New Jersey,495,237,163,72,23,0,423,200,135,66,22,0,421,201,146,57,17,0,3,1,1,1,0,0,2,1,1,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0
,,New Mexico,71,31,28,11,1,0,57,24,24,8,1,0,62,26,24,11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
,,New York,1487,746,530,169,42,0,852,419,309,99,25,0,1358,690,481,152,35,0,4,3,1,0,0,0,6,2,4,0,0,0,16,8,6,2,0,0,0,0,0,0,0,0
,,North Carolina,404,193,160,35,16,0,311,144,121,32,14,0,330,165,130,24,11,0,7,4,3,0,0,0,3,2,1,0,0,0,24,12,10,1,1,0,0,0,0,0,0,0
,,North Dakota,33,18,10,5,0,0,24,13,7,4,0,0,28,15,8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Ohio,529,235,223,48,22,1,440,196,188,39,17,0,433,193,181,41,17,1,10,7,3,0,0,0,1,1,0,0,0,0,21,12,7,2,0,0,0,0,0,0,0,0
,,Oklahoma,151,72,63,13,3,0,123,56,52,13,2,0,124,59,55,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,1,0,0,0,0,0,0,0
,,Oregon,72,28,31,11,2,0,69,27,29,11,2,0,67,26,30,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
,,Pennsylvania,1495,694,590,168,43,0,1211,555,474,143,39,0,1289,597,508,146,38,0,12,8,3,0,1,0,11,5,4,1,1,0,32,14,13,3,2,0,0,0,0,0,0,0
,,Puerto Rico,233,144,70,16,3,0,147,90,43,11,3,0,202,129,59,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
,,Rhode Island,35,19,12,4,0,0,29,14,11,4,0,0,27,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
